==== 3D Bin Packing Problem Test Cases ====

==== Number of Items: 50 ====
---- Test Type: 1 : 100 100 100 ----
Test 1 (Type 1, n=50)
Item-Item3D-123: [W=85, H=62, L=84]
Item-Item3D-124: [W=82, H=92, L=96]
Item-Item3D-125: [W=79, H=96, L=74]
Item-Item3D-126: [W=63, H=90, L=62]
Item-Item3D-127: [W=67, H=53, L=50]
Item-Item3D-128: [W=85, H=70, L=54]
Item-Item3D-129: [W=72, H=12, L=94]
Item-Item3D-130: [W=70, H=100, L=67]
Item-Item3D-131: [W=90, H=96, L=84]
Item-Item3D-132: [W=73, H=86, L=77]
Item-Item3D-133: [W=68, H=88, L=95]
Item-Item3D-134: [W=37, H=12, L=37]
Item-Item3D-135: [W=73, H=73, L=26]
Item-Item3D-136: [W=65, H=75, L=80]
Item-Item3D-137: [W=77, H=93, L=61]
Item-Item3D-138: [W=78, H=94, L=52]
Item-Item3D-139: [W=56, H=73, L=86]
Item-Item3D-140: [W=73, H=77, L=84]
Item-Item3D-141: [W=77, H=80, L=30]
Item-Item3D-142: [W=96, H=21, L=68]
Item-Item3D-143: [W=92, H=69, L=65]
Item-Item3D-144: [W=96, H=8, L=83]
Item-Item3D-145: [W=78, H=71, L=73]
Item-Item3D-146: [W=57, H=92, L=93]
Item-Item3D-147: [W=60, H=52, L=64]
Item-Item3D-148: [W=22, H=37, L=22]
Item-Item3D-149: [W=78, H=97, L=62]
Item-Item3D-150: [W=88, H=56, L=70]
Item-Item3D-151: [W=51, H=54, L=76]
Item-Item3D-152: [W=83, H=92, L=82]
Item-Item3D-153: [W=71, H=1, L=80]
Item-Item3D-154: [W=98, H=97, L=8]
Item-Item3D-155: [W=88, H=79, L=86]
Item-Item3D-156: [W=68, H=57, L=82]
Item-Item3D-157: [W=36, H=70, L=86]
Item-Item3D-158: [W=80, H=79, L=80]
Item-Item3D-159: [W=56, H=63, L=56]
Item-Item3D-160: [W=82, H=68, L=87]
Item-Item3D-161: [W=18, H=84, L=78]
Item-Item3D-162: [W=74, H=84, L=59]
Item-Item3D-163: [W=86, H=75, L=70]
Item-Item3D-164: [W=71, H=91, L=8]
Item-Item3D-165: [W=51, H=94, L=52]
Item-Item3D-166: [W=96, H=71, L=100]
Item-Item3D-167: [W=23, H=88, L=77]
Item-Item3D-168: [W=90, H=61, L=98]
Item-Item3D-169: [W=93, H=53, L=89]
Item-Item3D-170: [W=95, H=56, L=57]
Item-Item3D-171: [W=67, H=83, L=34]
Item-Item3D-172: [W=21, H=20, L=48]
Item-Item3D-173: [W=78, H=71, L=99]
Item-Item3D-174: [W=60, H=71, L=96]
Item-Item3D-175: [W=63, H=88, L=61]
Item-Item3D-176: [W=57, H=51, L=89]
Item-Item3D-177: [W=81, H=74, L=22]
Item-Item3D-178: [W=93, H=31, L=89]
Item-Item3D-179: [W=91, H=56, L=97]
Item-Item3D-180: [W=100, H=70, L=57]
Item-Item3D-181: [W=95, H=52, L=99]
Item-Item3D-182: [W=85, H=53, L=80]
Item-Item3D-183: [W=85, H=90, L=19]
Item-Item3D-184: [W=72, H=61, L=64]
Item-Item3D-185: [W=63, H=99, L=61]
Item-Item3D-186: [W=94, H=53, L=75]
Item-Item3D-187: [W=92, H=29, L=98]
Item-Item3D-188: [W=58, H=90, L=56]
Item-Item3D-189: [W=51, H=85, L=87]
Item-Item3D-190: [W=64, H=56, L=85]
Item-Item3D-191: [W=75, H=72, L=6]
Item-Item3D-192: [W=6, H=20, L=22]
Item-Item3D-193: [W=88, H=40, L=87]
Item-Item3D-194: [W=99, H=56, L=56]
Item-Item3D-195: [W=81, H=100, L=22]
Item-Item3D-196: [W=91, H=15, L=71]
Item-Item3D-197: [W=73, H=57, L=70]
Item-Item3D-198: [W=75, H=57, L=80]
Item-Item3D-199: [W=85, H=69, L=75]
Item-Item3D-200: [W=92, H=48, L=75]

Test 7 (Type 4, n=200)
Item-Item3D-1: [W=92, H=78, L=76]
Item-Item3D-2: [W=64, H=91, L=66]
Item-Item3D-3: [W=65, H=61, L=68]
Item-Item3D-4: [W=53, H=63, L=75]
Item-Item3D-5: [W=55, H=60, L=64]
Item-Item3D-6: [W=82, H=89, L=1]
Item-Item3D-7: [W=91, H=69, L=29]
Item-Item3D-8: [W=67, H=78, L=33]
Item-Item3D-9: [W=63, H=53, L=65]
Item-Item3D-10: [W=95, H=57, L=55]
Item-Item3D-11: [W=81, H=82, L=30]
Item-Item3D-12: [W=92, H=58, L=52]
Item-Item3D-13: [W=33, H=69, L=100]
Item-Item3D-14: [W=72, H=79, L=12]
Item-Item3D-15: [W=7, H=82, L=70]
Item-Item3D-16: [W=7, H=14, L=46]
Item-Item3D-17: [W=83, H=2, L=82]
Item-Item3D-18: [W=66, H=64, L=67]
Item-Item3D-19: [W=64, H=83, L=73]
Item-Item3D-20: [W=64, H=59, L=99]
Item-Item3D-21: [W=84, H=90, L=80]
Item-Item3D-22: [W=62, H=66, L=53]
Item-Item3D-23: [W=76, H=85, L=100]
Item-Item3D-24: [W=95, H=53, L=77]
Item-Item3D-25: [W=84, H=82, L=2]
Item-Item3D-26: [W=44, H=5, L=7]
Item-Item3D-27: [W=65, H=54, L=91]
Item-Item3D-28: [W=97, H=83, L=56]
Item-Item3D-29: [W=99, H=77, L=39]
Item-Item3D-30: [W=57, H=88, L=95]
Item-Item3D-31: [W=74, H=94, L=53]
Item-Item3D-32: [W=62, H=77, L=81]
Item-Item3D-33: [W=73, H=61, L=53]
Item-Item3D-34: [W=81, H=85, L=82]
Item-Item3D-35: [W=52, H=51, L=84]
Item-Item3D-36: [W=70, H=66, L=28]
Item-Item3D-37: [W=68, H=65, L=94]
Item-Item3D-38: [W=93, H=70, L=68]
Item-Item3D-39: [W=69, H=42, L=83]
Item-Item3D-40: [W=33, H=32, L=23]
Item-Item3D-41: [W=58, H=63, L=98]
Item-Item3D-42: [W=89, H=55, L=59]
Item-Item3D-43: [W=82, H=97, L=82]
Item-Item3D-44: [W=87, H=99, L=68]
Item-Item3D-45: [W=93, H=72, L=10]
Item-Item3D-46: [W=90, H=25, L=91]
Item-Item3D-47: [W=89, H=61, L=87]
Item-Item3D-48: [W=67, H=89, L=54]
Item-Item3D-49: [W=86, H=53, L=100]
Item-Item3D-50: [W=52, H=82, L=89]
Item-Item3D-51: [W=71, H=73, L=60]
Item-Item3D-52: [W=60, H=59, L=70]
Item-Item3D-53: [W=98, H=76, L=3]
Item-Item3D-54: [W=72, H=66, L=50]
Item-Item3D-55: [W=97, H=49, L=78]
Item-Item3D-56: [W=100, H=50, L=79]
Item-Item3D-57: [W=80, H=55, L=55]
Item-Item3D-58: [W=95, H=76, L=92]
Item-Item3D-59: [W=95, H=91, L=69]
Item-Item3D-60: [W=86, H=67, L=75]
Item-Item3D-61: [W=74, H=97, L=100]
Item-Item3D-62: [W=71, H=78, L=1]
Item-Item3D-63: [W=65, H=77, L=73]
Item-Item3D-64: [W=93, H=18, L=86]
Item-Item3D-65: [W=62, H=51, L=60]
Item-Item3D-66: [W=69, H=74, L=90]
Item-Item3D-67: [W=99, H=30, L=78]
Item-Item3D-68: [W=98, H=79, L=50]
Item-Item3D-69: [W=54, H=79, L=64]
Item-Item3D-70: [W=44, H=31, L=43]
Item-Item3D-71: [W=49, H=97, L=74]
Item-Item3D-72: [W=46, H=72, L=84]
Item-Item3D-73: [W=80, H=93, L=54]
Item-Item3D-74: [W=38, H=15, L=27]
Item-Item3D-75: [W=75, H=100, L=3]
Item-Item3D-76: [W=78, H=34, L=90]
Item-Item3D-77: [W=60, H=64, L=82]
Item-Item3D-78: [W=8, H=47, L=35]
Item-Item3D-79: [W=91, H=76, L=94]
Item-Item3D-80: [W=72, H=68, L=73]
Item-Item3D-81: [W=74, H=93, L=8]
Item-Item3D-82: [W=47, H=67, L=93]
Item-Item3D-83: [W=68, H=87, L=50]
Item-Item3D-84: [W=98, H=77, L=59]
Item-Item3D-85: [W=69, H=22, L=89]
Item-Item3D-86: [W=41, H=7, L=15]
Item-Item3D-87: [W=97, H=70, L=74]
Item-Item3D-88: [W=57, H=98, L=52]
Item-Item3D-89: [W=21, H=69, L=83]
Item-Item3D-90: [W=83, H=86, L=64]
Item-Item3D-91: [W=52, H=65, L=54]
Item-Item3D-92: [W=99, H=53, L=93]
Item-Item3D-93: [W=53, H=68, L=83]
Item-Item3D-94: [W=67, H=6, L=75]
Item-Item3D-95: [W=61, H=90, L=70]
Item-Item3D-96: [W=98, H=78, L=89]
Item-Item3D-97: [W=42, H=98, L=91]
Item-Item3D-98: [W=91, H=63, L=66]
Item-Item3D-99: [W=28, H=47, L=13]
Item-Item3D-100: [W=75, H=8, L=80]
Item-Item3D-101: [W=83, H=71, L=80]
Item-Item3D-102: [W=70, H=12, L=70]
Item-Item3D-103: [W=50, H=91, L=87]
Item-Item3D-104: [W=81, H=73, L=62]
Item-Item3D-105: [W=89, H=79, L=3]
Item-Item3D-106: [W=76, H=50, L=100]
Item-Item3D-107: [W=67, H=97, L=62]
Item-Item3D-108: [W=71, H=69, L=81]
Item-Item3D-109: [W=78, H=19, L=100]
Item-Item3D-110: [W=93, H=99, L=75]
Item-Item3D-111: [W=78, H=80, L=96]
Item-Item3D-112: [W=90, H=95, L=79]
Item-Item3D-113: [W=97, H=60, L=96]
Item-Item3D-114: [W=97, H=74, L=62]
Item-Item3D-115: [W=50, H=31, L=2]
Item-Item3D-116: [W=62, H=52, L=55]
Item-Item3D-117: [W=82, H=69, L=31]
Item-Item3D-118: [W=100, H=99, L=57]
Item-Item3D-119: [W=72, H=85, L=94]
Item-Item3D-120: [W=52, H=90, L=86]
Item-Item3D-121: [W=97, H=66, L=15]
Item-Item3D-122: [W=66, H=38, L=70]
Item-Item3D-123: [W=77, H=67, L=82]
Item-Item3D-124: [W=76, H=85, L=65]
Item-Item3D-125: [W=62, H=87, L=97]
Item-Item3D-126: [W=92, H=79, L=86]
Item-Item3D-127: [W=54, H=99, L=89]
Item-Item3D-128: [W=60, H=89, L=89]
Item-Item3D-129: [W=75, H=53, L=54]
Item-Item3D-130: [W=9, H=74, L=90]
Item-Item3D-131: [W=95, H=93, L=88]
Item-Item3D-132: [W=66, H=82, L=71]
Item-Item3D-133: [W=79, H=65, L=61]
Item-Item3D-134: [W=91, H=22, L=96]
Item-Item3D-135: [W=50, H=68, L=78]
Item-Item3D-136: [W=59, H=50, L=55]
Item-Item3D-137: [W=58, H=59, L=59]
Item-Item3D-138: [W=62, H=54, L=63]
Item-Item3D-139: [W=94, H=91, L=95]
Item-Item3D-140: [W=79, H=57, L=68]
Item-Item3D-141: [W=80, H=74, L=70]
Item-Item3D-142: [W=69, H=73, L=61]
Item-Item3D-143: [W=73, H=65, L=96]
Item-Item3D-144: [W=86, H=100, L=25]
Item-Item3D-145: [W=99, H=3, L=96]
Item-Item3D-146: [W=15, H=25, L=34]
Item-Item3D-147: [W=78, H=32, L=90]
Item-Item3D-148: [W=89, H=80, L=95]
Item-Item3D-149: [W=80, H=29, L=76]
Item-Item3D-150: [W=64, H=51, L=97]
Item-Item3D-151: [W=12, H=70, L=93]
Item-Item3D-152: [W=55, H=70, L=61]
Item-Item3D-153: [W=88, H=95, L=59]
Item-Item3D-154: [W=84, H=74, L=77]
Item-Item3D-155: [W=40, H=25, L=23]
Item-Item3D-156: [W=14, H=97, L=91]
Item-Item3D-157: [W=82, H=86, L=76]
Item-Item3D-158: [W=41, H=21, L=34]
Item-Item3D-159: [W=96, H=69, L=62]
Item-Item3D-160: [W=51, H=52, L=79]
Item-Item3D-161: [W=62, H=73, L=56]
Item-Item3D-162: [W=1, H=11, L=12]
Item-Item3D-163: [W=60, H=60, L=92]
Item-Item3D-164: [W=51, H=91, L=72]
Item-Item3D-165: [W=32, H=84, L=88]
Item-Item3D-166: [W=58, H=76, L=89]
Item-Item3D-167: [W=90, H=65, L=54]
Item-Item3D-168: [W=2, H=83, L=74]
Item-Item3D-169: [W=75, H=84, L=51]
Item-Item3D-170: [W=55, H=99, L=55]
Item-Item3D-171: [W=92, H=13, L=72]
Item-Item3D-172: [W=69, H=50, L=87]
Item-Item3D-173: [W=77, H=55, L=52]
Item-Item3D-174: [W=98, H=30, L=70]
Item-Item3D-175: [W=92, H=21, L=90]
Item-Item3D-176: [W=86, H=78, L=83]
Item-Item3D-177: [W=72, H=59, L=51]
Item-Item3D-178: [W=12, H=87, L=75]
Item-Item3D-179: [W=92, H=76, L=83]
Item-Item3D-180: [W=88, H=96, L=96]
Item-Item3D-181: [W=58, H=99, L=56]
Item-Item3D-182: [W=16, H=40, L=48]
Item-Item3D-183: [W=31, H=77, L=79]
Item-Item3D-184: [W=99, H=55, L=96]
Item-Item3D-185: [W=45, H=97, L=91]
Item-Item3D-186: [W=85, H=42, L=99]
Item-Item3D-187: [W=89, H=45, L=73]
Item-Item3D-188: [W=82, H=66, L=78]
Item-Item3D-189: [W=82, H=90, L=75]
Item-Item3D-190: [W=56, H=53, L=69]
Item-Item3D-191: [W=58, H=69, L=50]
Item-Item3D-192: [W=86, H=54, L=61]
Item-Item3D-193: [W=91, H=67, L=18]
Item-Item3D-194: [W=83, H=59, L=65]
Item-Item3D-195: [W=76, H=85, L=75]
Item-Item3D-196: [W=95, H=98, L=95]
Item-Item3D-197: [W=76, H=9, L=98]
Item-Item3D-198: [W=32, H=6, L=49]
Item-Item3D-199: [W=74, H=53, L=83]
Item-Item3D-200: [W=85, H=2, L=94]

Test 8 (Type 4, n=200)
Item-Item3D-1: [W=62, H=98, L=70]
Item-Item3D-2: [W=75, H=62, L=73]
Item-Item3D-3: [W=73, H=53, L=81]
Item-Item3D-4: [W=50, H=53, L=69]
Item-Item3D-5: [W=73, H=55, L=55]
Item-Item3D-6: [W=69, H=77, L=98]
Item-Item3D-7: [W=69, H=100, L=64]
Item-Item3D-8: [W=96, H=94, L=17]
Item-Item3D-9: [W=85, H=84, L=60]
Item-Item3D-10: [W=96, H=62, L=68]
Item-Item3D-11: [W=69, H=80, L=7]
Item-Item3D-12: [W=83, H=59, L=83]
Item-Item3D-13: [W=80, H=50, L=90]
Item-Item3D-14: [W=52, H=57, L=99]
Item-Item3D-15: [W=14, H=15, L=4]
Item-Item3D-16: [W=81, H=94, L=72]
Item-Item3D-17: [W=74, H=68, L=44]
Item-Item3D-18: [W=1, H=93, L=85]
Item-Item3D-19: [W=19, H=31, L=3]
Item-Item3D-20: [W=92, H=69, L=71]
Item-Item3D-21: [W=74, H=42, L=76]
Item-Item3D-22: [W=63, H=93, L=79]
Item-Item3D-23: [W=85, H=98, L=62]
Item-Item3D-24: [W=52, H=59, L=90]
Item-Item3D-25: [W=70, H=84, L=29]
Item-Item3D-26: [W=16, H=72, L=91]
Item-Item3D-27: [W=74, H=63, L=78]
Item-Item3D-28: [W=56, H=83, L=71]
Item-Item3D-29: [W=94, H=66, L=88]
Item-Item3D-30: [W=89, H=83, L=14]
Item-Item3D-31: [W=85, H=71, L=61]
Item-Item3D-32: [W=65, H=54, L=51]
Item-Item3D-33: [W=89, H=65, L=95]
Item-Item3D-34: [W=53, H=68, L=62]
Item-Item3D-35: [W=33, H=18, L=40]
Item-Item3D-36: [W=93, H=93, L=53]
Item-Item3D-37: [W=73, H=68, L=83]
Item-Item3D-38: [W=90, H=55, L=70]
Item-Item3D-39: [W=73, H=98, L=10]
Item-Item3D-40: [W=24, H=87, L=87]
Item-Item3D-41: [W=4, H=21, L=7]
Item-Item3D-42: [W=45, H=50, L=3]
Item-Item3D-43: [W=65, H=78, L=70]
Item-Item3D-44: [W=69, H=72, L=22]
Item-Item3D-45: [W=21, H=92, L=99]
Item-Item3D-46: [W=62, H=91, L=94]
Item-Item3D-47: [W=86, H=90, L=73]
Item-Item3D-48: [W=94, H=23, L=86]
Item-Item3D-49: [W=70, H=63, L=65]
Item-Item3D-50: [W=93, H=77, L=95]
Item-Item3D-51: [W=81, H=80, L=81]
Item-Item3D-52: [W=70, H=65, L=79]
Item-Item3D-53: [W=50, H=91, L=53]
Item-Item3D-54: [W=86, H=92, L=31]
Item-Item3D-55: [W=61, H=95, L=68]
Item-Item3D-56: [W=12, H=94, L=100]
Item-Item3D-57: [W=98, H=60, L=100]
Item-Item3D-58: [W=87, H=57, L=66]
Item-Item3D-59: [W=73, H=21, L=92]
Item-Item3D-60: [W=90, H=30, L=73]
Item-Item3D-61: [W=67, H=97, L=52]
Item-Item3D-62: [W=58, H=77, L=85]
Item-Item3D-63: [W=61, H=86, L=72]
Item-Item3D-64: [W=76, H=62, L=69]
Item-Item3D-65: [W=69, H=30, L=88]
Item-Item3D-66: [W=88, H=61, L=53]
Item-Item3D-67: [W=63, H=100, L=53]
Item-Item3D-68: [W=74, H=65, L=70]
Item-Item3D-69: [W=67, H=51, L=93]
Item-Item3D-70: [W=94, H=94, L=67]
Item-Item3D-71: [W=100, H=57, L=58]
Item-Item3D-72: [W=59, H=86, L=64]
Item-Item3D-73: [W=60, H=87, L=77]
Item-Item3D-74: [W=70, H=81, L=82]
Item-Item3D-75: [W=91, H=77, L=30]
Item-Item3D-76: [W=72, H=31, L=68]
Item-Item3D-77: [W=77, H=70, L=58]
Item-Item3D-78: [W=58, H=83, L=57]
Item-Item3D-79: [W=71, H=86, L=25]
Item-Item3D-80: [W=70, H=100, L=37]
Item-Item3D-81: [W=35, H=100, L=70]
Item-Item3D-82: [W=93, H=75, L=93]
Item-Item3D-83: [W=92, H=76, L=60]
Item-Item3D-84: [W=81, H=67, L=82]
Item-Item3D-85: [W=61, H=63, L=92]
Item-Item3D-86: [W=75, H=100, L=18]
Item-Item3D-87: [W=92, H=71, L=21]
Item-Item3D-88: [W=18, H=91, L=82]
Item-Item3D-89: [W=81, H=55, L=66]
Item-Item3D-90: [W=93, H=69, L=28]
Item-Item3D-91: [W=1, H=45, L=40]
Item-Item3D-92: [W=80, H=91, L=51]
Item-Item3D-93: [W=54, H=53, L=84]
Item-Item3D-94: [W=91, H=77, L=68]
Item-Item3D-95: [W=83, H=65, L=66]
Item-Item3D-96: [W=1, H=90, L=69]
Item-Item3D-97: [W=94, H=99, L=15]
Item-Item3D-98: [W=83, H=88, L=20]
Item-Item3D-99: [W=100, H=72, L=24]
Item-Item3D-100: [W=63, H=65, L=83]
Item-Item3D-101: [W=11, H=41, L=48]
Item-Item3D-102: [W=24, H=75, L=96]
Item-Item3D-103: [W=84, H=56, L=80]
Item-Item3D-104: [W=67, H=78, L=77]
Item-Item3D-105: [W=19, H=71, L=94]
Item-Item3D-106: [W=44, H=24, L=19]
Item-Item3D-107: [W=72, H=64, L=74]
Item-Item3D-108: [W=98, H=31, L=73]
Item-Item3D-109: [W=35, H=37, L=5]
Item-Item3D-110: [W=73, H=68, L=67]
Item-Item3D-111: [W=74, H=70, L=50]
Item-Item3D-112: [W=77, H=100, L=89]
Item-Item3D-113: [W=85, H=61, L=63]
Item-Item3D-114: [W=85, H=64, L=74]
Item-Item3D-115: [W=52, H=73, L=76]
Item-Item3D-116: [W=78, H=35, L=88]
Item-Item3D-117: [W=33, H=91, L=74]
Item-Item3D-118: [W=24, H=41, L=23]
Item-Item3D-119: [W=65, H=65, L=75]
Item-Item3D-120: [W=98, H=64, L=65]
Item-Item3D-121: [W=68, H=87, L=58]
Item-Item3D-122: [W=38, H=82, L=89]
Item-Item3D-123: [W=84, H=80, L=74]
Item-Item3D-124: [W=63, H=81, L=92]
Item-Item3D-125: [W=92, H=78, L=96]
Item-Item3D-126: [W=14, H=96, L=74]
Item-Item3D-127: [W=18, H=86, L=96]
Item-Item3D-128: [W=96, H=56, L=75]
Item-Item3D-129: [W=53, H=81, L=72]
Item-Item3D-130: [W=71, H=74, L=35]
Item-Item3D-131: [W=63, H=96, L=51]
Item-Item3D-132: [W=5, H=70, L=68]
Item-Item3D-133: [W=80, H=83, L=61]
Item-Item3D-134: [W=67, H=79, L=98]
Item-Item3D-135: [W=33, H=19, L=44]
Item-Item3D-136: [W=69, H=89, L=77]
Item-Item3D-137: [W=67, H=55, L=96]
Item-Item3D-138: [W=85, H=75, L=53]
Item-Item3D-139: [W=91, H=92, L=81]
Item-Item3D-140: [W=63, H=52, L=87]
Item-Item3D-141: [W=23, H=86, L=80]
Item-Item3D-142: [W=34, H=81, L=74]
Item-Item3D-143: [W=87, H=52, L=81]
Item-Item3D-144: [W=99, H=57, L=76]
Item-Item3D-145: [W=76, H=35, L=96]
Item-Item3D-146: [W=93, H=66, L=72]
Item-Item3D-147: [W=77, H=62, L=82]
Item-Item3D-148: [W=68, H=99, L=78]
Item-Item3D-149: [W=82, H=16, L=66]
Item-Item3D-150: [W=5, H=50, L=28]
Item-Item3D-151: [W=87, H=97, L=78]
Item-Item3D-152: [W=88, H=86, L=80]
Item-Item3D-153: [W=89, H=84, L=61]
Item-Item3D-154: [W=77, H=93, L=55]
Item-Item3D-155: [W=26, H=86, L=79]
Item-Item3D-156: [W=75, H=71, L=64]
Item-Item3D-157: [W=83, H=88, L=85]
Item-Item3D-158: [W=90, H=66, L=80]
Item-Item3D-159: [W=82, H=88, L=53]
Item-Item3D-160: [W=77, H=21, L=87]
Item-Item3D-161: [W=56, H=82, L=97]
Item-Item3D-162: [W=41, H=68, L=92]
Item-Item3D-163: [W=28, H=44, L=9]
Item-Item3D-164: [W=84, H=44, L=74]
Item-Item3D-165: [W=88, H=78, L=23]
Item-Item3D-166: [W=62, H=93, L=69]
Item-Item3D-167: [W=64, H=96, L=81]
Item-Item3D-168: [W=26, H=69, L=95]
Item-Item3D-169: [W=85, H=58, L=67]
Item-Item3D-170: [W=87, H=73, L=98]
Item-Item3D-171: [W=74, H=88, L=71]
Item-Item3D-172: [W=18, H=86, L=77]
Item-Item3D-173: [W=94, H=55, L=87]
Item-Item3D-174: [W=52, H=57, L=53]
Item-Item3D-175: [W=78, H=53, L=96]
Item-Item3D-176: [W=3, H=95, L=95]
Item-Item3D-177: [W=23, H=43, L=38]
Item-Item3D-178: [W=51, H=97, L=62]
Item-Item3D-179: [W=30, H=95, L=93]
Item-Item3D-180: [W=16, H=42, L=2]
Item-Item3D-181: [W=43, H=77, L=67]
Item-Item3D-182: [W=95, H=74, L=90]
Item-Item3D-183: [W=63, H=53, L=77]
Item-Item3D-184: [W=4, H=33, L=43]
Item-Item3D-185: [W=62, H=76, L=89]
Item-Item3D-186: [W=86, H=68, L=51]
Item-Item3D-187: [W=61, H=59, L=79]
Item-Item3D-188: [W=1, H=6, L=24]
Item-Item3D-189: [W=60, H=93, L=75]
Item-Item3D-190: [W=49, H=9, L=47]
Item-Item3D-191: [W=42, H=30, L=39]
Item-Item3D-192: [W=99, H=92, L=66]
Item-Item3D-193: [W=71, H=99, L=70]
Item-Item3D-194: [W=89, H=56, L=81]
Item-Item3D-195: [W=33, H=19, L=1]
Item-Item3D-196: [W=53, H=84, L=65]
Item-Item3D-197: [W=81, H=43, L=73]
Item-Item3D-198: [W=55, H=61, L=90]
Item-Item3D-199: [W=35, H=42, L=14]
Item-Item3D-200: [W=68, H=56, L=82]

Test 9 (Type 4, n=200)
Item-Item3D-1: [W=73, H=80, L=95]
Item-Item3D-2: [W=61, H=92, L=85]
Item-Item3D-3: [W=86, H=94, L=95]
Item-Item3D-4: [W=7, H=32, L=42]
Item-Item3D-5: [W=82, H=50, L=63]
Item-Item3D-6: [W=21, H=81, L=92]
Item-Item3D-7: [W=56, H=93, L=69]
Item-Item3D-8: [W=75, H=68, L=86]
Item-Item3D-9: [W=83, H=69, L=57]
Item-Item3D-10: [W=74, H=66, L=97]
Item-Item3D-11: [W=80, H=75, L=68]
Item-Item3D-12: [W=61, H=66, L=68]
Item-Item3D-13: [W=10, H=81, L=72]
Item-Item3D-14: [W=85, H=62, L=56]
Item-Item3D-15: [W=15, H=93, L=74]
Item-Item3D-16: [W=56, H=96, L=80]
Item-Item3D-17: [W=8, H=72, L=98]
Item-Item3D-18: [W=68, H=72, L=76]
Item-Item3D-19: [W=23, H=25, L=45]
Item-Item3D-20: [W=82, H=32, L=67]
Item-Item3D-21: [W=33, H=100, L=100]
Item-Item3D-22: [W=81, H=83, L=4]
Item-Item3D-23: [W=98, H=51, L=59]
Item-Item3D-24: [W=92, H=35, L=74]
Item-Item3D-25: [W=83, H=65, L=56]
Item-Item3D-26: [W=70, H=98, L=7]
Item-Item3D-27: [W=76, H=58, L=55]
Item-Item3D-28: [W=96, H=82, L=96]
Item-Item3D-29: [W=96, H=41, L=70]
Item-Item3D-30: [W=23, H=24, L=50]
Item-Item3D-31: [W=56, H=69, L=71]
Item-Item3D-32: [W=49, H=100, L=83]
Item-Item3D-33: [W=28, H=44, L=49]
Item-Item3D-34: [W=100, H=14, L=90]
Item-Item3D-35: [W=96, H=65, L=73]
Item-Item3D-36: [W=18, H=23, L=49]
Item-Item3D-37: [W=21, H=46, L=40]
Item-Item3D-38: [W=99, H=54, L=89]
Item-Item3D-39: [W=88, H=86, L=57]
Item-Item3D-40: [W=99, H=52, L=88]
Item-Item3D-41: [W=59, H=58, L=100]
Item-Item3D-42: [W=89, H=67, L=3]
Item-Item3D-43: [W=40, H=10, L=5]
Item-Item3D-44: [W=8, H=68, L=67]
Item-Item3D-45: [W=98, H=67, L=60]
Item-Item3D-46: [W=71, H=51, L=81]
Item-Item3D-47: [W=39, H=30, L=14]
Item-Item3D-48: [W=1, H=82, L=99]
Item-Item3D-49: [W=19, H=5, L=13]
Item-Item3D-50: [W=3, H=49, L=15]
Item-Item3D-51: [W=59, H=58, L=51]
Item-Item3D-52: [W=61, H=85, L=76]
Item-Item3D-53: [W=67, H=74, L=94]
Item-Item3D-54: [W=93, H=98, L=61]
Item-Item3D-55: [W=28, H=49, L=4]
Item-Item3D-56: [W=72, H=77, L=85]
Item-Item3D-57: [W=79, H=52, L=55]
Item-Item3D-58: [W=49, H=75, L=96]
Item-Item3D-59: [W=94, H=66, L=59]
Item-Item3D-60: [W=76, H=74, L=92]
Item-Item3D-61: [W=79, H=99, L=32]
Item-Item3D-62: [W=15, H=46, L=49]
Item-Item3D-63: [W=73, H=50, L=59]
Item-Item3D-64: [W=69, H=86, L=69]
Item-Item3D-65: [W=64, H=92, L=93]
Item-Item3D-66: [W=77, H=75, L=81]
Item-Item3D-67: [W=100, H=51, L=97]
Item-Item3D-68: [W=50, H=97, L=90]
Item-Item3D-69: [W=16, H=92, L=73]
Item-Item3D-70: [W=35, H=97, L=70]
Item-Item3D-71: [W=88, H=64, L=66]
Item-Item3D-72: [W=96, H=100, L=88]
Item-Item3D-73: [W=96, H=88, L=98]
Item-Item3D-74: [W=55, H=67, L=99]
Item-Item3D-75: [W=84, H=97, L=87]
Item-Item3D-76: [W=28, H=33, L=12]
Item-Item3D-77: [W=58, H=51, L=60]
Item-Item3D-78: [W=91, H=33, L=86]
Item-Item3D-79: [W=36, H=100, L=75]
Item-Item3D-80: [W=40, H=98, L=97]
Item-Item3D-81: [W=77, H=71, L=58]
Item-Item3D-82: [W=55, H=63, L=54]
Item-Item3D-83: [W=87, H=68, L=51]
Item-Item3D-84: [W=50, H=54, L=55]
Item-Item3D-85: [W=77, H=100, L=63]
Item-Item3D-86: [W=17, H=95, L=91]
Item-Item3D-87: [W=97, H=96, L=81]
Item-Item3D-88: [W=96, H=87, L=31]
Item-Item3D-89: [W=85, H=89, L=66]
Item-Item3D-90: [W=90, H=83, L=63]
Item-Item3D-91: [W=95, H=97, L=85]
Item-Item3D-92: [W=34, H=98, L=74]
Item-Item3D-93: [W=77, H=85, L=100]
Item-Item3D-94: [W=69, H=92, L=96]
Item-Item3D-95: [W=89, H=73, L=99]
Item-Item3D-96: [W=73, H=97, L=72]
Item-Item3D-97: [W=85, H=95, L=85]
Item-Item3D-98: [W=96, H=57, L=53]
Item-Item3D-99: [W=92, H=98, L=65]
Item-Item3D-100: [W=30, H=42, L=10]
